tanggal,PM2.5,PM10,SO2,NO2,CO,O3
07/10/2013,11,20,1,24,781.6666667,38.7702
07/10/2013,40,92,1,36.3381,760,25.4898
07/10/2013,35,61,1,41.2653,738.3333333,16.7076
07/10/2013,26,35,1,38.5964,716.6666667,21.2058
07/10/2013,27,36,1,39,695,20.1348
07/10/2013,26,74,0.9284,40.4441,673.3333333,17.136
08/10/2013,59,94,0.8568,39.4176,651.6666667,28.2744
08/10/2013,23,39,0.2856,33.4639,630,27.846
08/10/2013,21,27,0.523733333,28.9473,608.3333333,26.775
08/10/2013,6,20,0.761866667,27.7155,586.6666667,23.1336
08/10/2013,6,21,1,28,565,21.8484
08/10/2013,8,13,1,28,543.3333333,23.3478
08/10/2013,7,19,1,25,521.6666667,23.3478
08/10/2013,33,58,1,29,500,14
08/10/2013,33,58,1,29,683.3333333,11.781
08/10/2013,33,54,1.618666667,33.6692,866.6666667,12.6378
08/10/2013,41,54,2.237333333,37.3646,1050,14.5656
08/10/2013,44,55,2.856,40.0335,1233.333333,17.9928
08/10/2013,44,56,3,40,1416.666667,25.704
08/10/2013,29,54,34,28,1600,79
08/10/2013,45,86,36,29,700,106
08/10/2013,48,96,38,33,700,108
08/10/2013,52,93,35,33,600,116
08/10/2013,48,107,27,37,500,112
08/10/2013,67,142,23,53,700,92
08/10/2013,80,145,18,84,900,48
08/10/2013,91,110,15,79,900,41
08/10/2013,63,68,14,40,700,62
08/10/2013,65,81,13,34,700,60
08/10/2013,73,78,12,28,700,60
09/10/2013,75,81,10,26,700,54
09/10/2013,78,84,10,27,700,44
09/10/2013,63,69,9,38,700,29
09/10/2013,83,88,9,51,800,16
09/10/2013,87,103,11,65,1000,3
09/10/2013,69,73,8,48,800,10
09/10/2013,69,80,8,42,1000,6
09/10/2013,93,125,10,45,1100,5
09/10/2013,110,118,16,63,1100,3
09/10/2013,135,163,17,70,1400,6
09/10/2013,133,171,19,78,1500,10
09/10/2013,129,160,20,80,1400,13
09/10/2013,138,186,18,90,1400,11
09/10/2013,135,175,18,72,1200,24
09/10/2013,116,122,26,43,1000,62
09/10/2013,135,155,28,51,1100,72
09/10/2013,146,164,25,59,1200,70
09/10/2013,157,174,23,62,1200,70
09/10/2013,161,170,19,80,1200,48
09/10/2013,165,177,14,95,1400,20
09/10/2013,165,177,14,95,1300,36
09/10/2013,146,158,13,74,1400,22
09/10/2013,185,201,15,102,1800,4
09/10/2013,187,218,15,93,1700,6
10/10/2013,165,174,15,86,1300,5
10/10/2013,155,165,15,91,1400,4
10/10/2013,190,165,6,84,1300,4
10/10/2013,188,201,6,86,1500,4
10/10/2013,162,166,6,86,1500,11
10/10/2013,165,170,9,63,1500,14
10/10/2013,202,170,10,79,1500,6
10/10/2013,178,198,10,79,1700,8
10/10/2013,183,198,32,52,1500,32
10/10/2013,68,51,20,31,600,37
10/10/2013,14,104,12,23,300,54
10/10/2013,17,75,4,21,300,59
10/10/2013,14,68,2,16,200,64
10/10/2013,12,95,2,18,200,57
10/10/2013,15,79,1,17,200,58
10/10/2013,7,54,1,13,200,65
10/10/2013,8,29,1,16,200,66
10/10/2013,8,16,1,18,200,67
10/10/2013,3,22,1,20,200,66
10/10/2013,3,22,1,20,300,58
10/10/2013,3,11,1,27,300,54
10/10/2013,3,6,1,27,300,52
10/10/2013,3,29,2,52,400,24
10/10/2013,17,23,6,75,700,3
11/10/2013,17,40,4,65,600,4
11/10/2013,3,14,4,47,400,19
11/10/2013,3,6,10,65,400,7
11/10/2013,10,40,7,58,500,6
11/10/2013,3,6,12,35,400,27
11/10/2013,16,22,16,39,500,22
11/10/2013,13,24,12,43,500,12
11/10/2013,15,45,7,56,600,2
11/10/2013,19,47,19,49,700,8
11/10/2013,28,62,25,55,800,9
11/10/2013,49,88,22,65,800,13
11/10/2013,14,60,11,39,400,42
11/10/2013,28,50,11,43,400,53
11/10/2013,29,42,12,38,400,73
11/10/2013,48,86,13,48,500,80
11/10/2013,40,84,14,36,500,93
11/10/2013,42,106,17,40,500,98
11/10/2013,51,114,16,51,600,82
11/10/2013,61,122,13,71,700,59
11/10/2013,65,119,11,79,800,38
11/10/2013,52,85,10,53,700,51
11/10/2013,50,80,7,51,700,45
11/10/2013,48,76,7,52,600,41
11/10/2013,49,71,7,41,600,47
12/10/2013,50,70,6,43,600,41
12/10/2013,48,70,6,38,600,44
12/10/2013,45,68,6,34,600,43
12/10/2013,50,65,5,32,600,44
12/10/2013,52,70,7,43,600,38
12/10/2013,51,90,4,71,700,1
12/10/2013,56,83,3,70,800,1
12/10/2013,60,93,3,69,900,1
12/10/2013,71,128,8,74,1000,2
12/10/2013,80,168,15,86,1200,4
12/10/2013,92,158,17,86,1100,9
12/10/2013,69,115,18,78,800,21
12/10/2013,68,79,15,53,600,69
12/10/2013,46,54,12,38,500,98
12/10/2013,31,54,4,23,300,82
12/10/2013,20,63,6,27,400,95
12/10/2013,42,76,9,37,500,98
12/10/2013,44,103,10,52,600,86
12/10/2013,64,126,11,98,900,37
12/10/2013,68,101,12,109,1000,9
12/10/2013,32,101,6,49,500,38
12/10/2013,31,76,6,75,700,16
12/10/2013,47,76,8,94,700,1
12/10/2013,23,31,6,46,400,42
13/10/2013,32,63,4,50,500,29
13/10/2013,30,55,6,75,600,10
13/10/2013,42,93,7,85,800,1
13/10/2013,34,84,5,80,700,1
13/10/2013,42,69,5,80,700,1
13/10/2013,30,69,8,30,500,33
13/10/2013,27,67,8,63,700,2
13/10/2013,37,49,8,61,700,4
13/10/2013,33,67,8,56,700,9
13/10/2013,38,53,12,66,800,1
13/10/2013,32,70,14,69,800,1
13/10/2013,38,71,13,65,800,4
13/10/2013,47,70,13,54,700,17
13/10/2013,50,52,12,42,700,30
13/10/2013,45,57,12,37,600,36
13/10/2013,45,57,12,37,600,34
13/10/2013,40,62,9,49,600,26
13/10/2013,46,71,8,55,600,18
13/10/2013,49,58,6,47,600,22
13/10/2013,51,69,5,51,600,20
13/10/2013,61,93,3,67,800,1
13/10/2013,63,80,3,63,900,1
13/10/2013,59,68,3,56,800,1
13/10/2013,58,76,3,60,800,1
14/10/2013,61,92,4,58,900,1
14/10/2013,61,74,4,62,900,1
14/10/2013,70,93,4,57,1000,1
14/10/2013,53,93,2,52,700,1
14/10/2013,63,92,2,53,800,1
14/10/2013,68,83,3,53,800,1
14/10/2013,67,80,2,50,800,1
14/10/2013,67,80,4,52,900,2
14/10/2013,13,13,2,23,300,32
14/10/2013,3,6,1,13,200,40
14/10/2013,9,25,1,10,200,45
14/10/2013,5,20,1,12,200,47
14/10/2013,3,8,1,10,200,47
14/10/2013,3,6,1,10,200,49
14/10/2013,3,6,1,9,200,54
14/10/2013,3,6,1,11,200,57
14/10/2013,3,7,1,9,200,60
14/10/2013,7,40,1,20,200,48
14/10/2013,5,36,1,32,300,34
14/10/2013,10,30,2,38,300,31
14/10/2013,21,66,3,56,500,11
14/10/2013,38,92,4,63,700,1
14/10/2013,25,40,2,55,500,2
14/10/2013,20,40,1,24,300,30
15/10/2013,3,3,1,9,200,52
15/10/2013,5,11,1,10,200,51
15/10/2013,3,6,1,13,200,46
15/10/2013,8,56,1,17,200,45
15/10/2013,8,27,2,48,200,13
15/10/2013,7,21,2,61,300,1
15/10/2013,11,17,5,56,400,4
15/10/2013,10,36,6,54,500,4
15/10/2013,17,30,10,44,600,13
15/10/2013,9,27,12,25,500,36
15/10/2013,15,27,13,18,300,51
15/10/2013,13,14,11,20,400,52
15/10/2013,3,6,4,15,300,60
15/10/2013,12,6,2,12,300,67
15/10/2013,3,9,2,12,300,71
15/10/2013,3,15,2,14,300,72
15/10/2013,15,46,3,23,300,66
15/10/2013,20,72,5,43,400,74
15/10/2013,28,82,5,63,500,46
15/10/2013,33,102,3,86,600,6
15/10/2013,50,78,4,81,800,6
15/10/2013,38,52,4,57,500,24
15/10/2013,37,56,3,60,500,16
15/10/2013,31,41,2,53,500,18
16/10/2013,26,35,2,41,400,23
16/10/2013,20,36,2,38,400,23
16/10/2013,25,49,2,35,400,22
16/10/2013,36,61,2,62,600,1
16/10/2013,40,84,6,62,700,3
16/10/2013,36,69,5,55,700,4
16/10/2013,42,96,6,55,800,4
16/10/2013,37,62,9,55,700,3
16/10/2013,45,93,15,55,900,5
16/10/2013,53,130,25,61,1200,6
16/10/2013,78,174,23,79,1300,6
16/10/2013,71,142,30,82,1000,9
16/10/2013,58,108,34,72,800,22
16/10/2013,55,87,31,67,700,33
16/10/2013,37,52,26,55,600,39
16/10/2013,37,69,19,52,500,51
16/10/2013,36,56,13,46,400,72
16/10/2013,40,73,8,51,400,83
16/10/2013,36,101,7,81,500,44
16/10/2013,48,119,6,108,800,14
16/10/2013,72,121,7,103,1000,13
16/10/2013,44,69,6,68,600,21
16/10/2013,36,58,6,51,500,35
16/10/2013,36,58,5,46,500,33
17/10/2013,42,57,5,49,500,31
17/10/2013,46,56,4,64,500,12
17/10/2013,48,59,4,50,500,21
17/10/2013,48,59,4,50,600,12
17/10/2013,55,78,4,62,700,7
17/10/2013,57,65,4,45,600,18
17/10/2013,60,72,3,47,700,14
17/10/2013,62,74,4,48,700,13
17/10/2013,70,106,5,55,900,7
17/10/2013,78,112,7,66,1100,5
17/10/2013,103,158,13,83,1300,6
17/10/2013,107,151,17,87,1000,11
17/10/2013,122,174,28,65,1100,42
17/10/2013,178,201,42,80,1400,48
17/10/2013,195,207,42,114,1500,43
17/10/2013,213,230,37,117,1700,32
17/10/2013,194,202,34,117,1500,38
17/10/2013,184,202,30,104,1200,46
17/10/2013,139,127,22,105,1000,20
17/10/2013,143,153,19,108,1200,14
17/10/2013,160,173,19,106,1300,9
17/10/2013,171,186,16,113,1500,3
17/10/2013,152,171,12,106,1500,4
17/10/2013,160,166,12,97,1700,5
18/10/2013,165,166,9,85,1500,4
18/10/2013,140,148,9,82,1300,3
18/10/2013,160,148,8,66,1200,7
18/10/2013,176,196,10,83,1500,4
18/10/2013,167,170,8,81,1400,3
18/10/2013,168,170,6,70,1200,3
18/10/2013,177,152,5,60,1200,3
18/10/2013,155,160,5,61,1400,4
18/10/2013,160,171,9,62,1400,4
18/10/2013,194,171,18,63,1500,8
18/10/2013,177,186,34,85,1700,11
18/10/2013,181,200,42,95,1900,16
18/10/2013,178,198,42,91,2100,29
18/10/2013,179,185,42,89,2100,35
18/10/2013,179,188,42,82,1900,50
18/10/2013,192,207,42,98,1800,43
18/10/2013,200,220,42,108,1800,39
18/10/2013,223,220,42,117,1900,21
18/10/2013,202,207,42,117,2000,6
18/10/2013,206,225,33,117,2200,3
18/10/2013,223,225,30,117,2100,5
18/10/2013,223,201,29,105,1900,8
18/10/2013,216,232,26,115,2300,4
18/10/2013,223,271,20,117,2300,4
19/10/2013,223,234,8,97,2300,2
19/10/2013,223,234,6,84,1900,3
19/10/2013,223,169,5,75,1900,2
19/10/2013,223,100,7,65,1400,14
19/10/2013,217,102,14,65,1400,6
19/10/2013,114,19,16,54,900,10
19/10/2013,59,59,15,47,700,12
19/10/2013,36,36,15,37,400,21
19/10/2013,3,21,17,36,500,22
19/10/2013,3,7,17,33,400,28
19/10/2013,25,7,11,25,300,41
19/10/2013,3,10,14,24,300,44
19/10/2013,3,18,12,25,300,43
19/10/2013,8,29,12,24,300,46
19/10/2013,14,39,9,24,300,46
19/10/2013,11,37,4,23,300,46
19/10/2013,16,26,4,30,300,40
19/10/2013,3,17,6,40,300,31
19/10/2013,11,21,2,20,300,43
19/10/2013,3,6,1,16,200,51
19/10/2013,3,6,1,17,300,54
19/10/2013,3,8,1,19,300,48
19/10/2013,3,10,2,40,400,27
19/10/2013,25,29,2,47,400,19
20/10/2013,9,29,2,44,400,16
20/10/2013,22,28,2,52,600,6
20/10/2013,5,10,2,40,400,19
20/10/2013,3,8,3,31,300,28
20/10/2013,3,6,5,40,300,21
20/10/2013,3,12,8,39,400,23
20/10/2013,13,21,6,31,400,30
20/10/2013,17,30,7,57,500,4
20/10/2013,17,33,10,48,500,10
20/10/2013,18,32,12,30,400,30
20/10/2013,14,21,19,27,400,41
20/10/2013,3,6,13,21,300,51
20/10/2013,3,6,13,19,300,59
20/10/2013,3,10,8,19,300,60
20/10/2013,7,15,6,17,300,70
20/10/2013,10,15,5,18,300,76
20/10/2013,7,15,5,22,300,74
20/10/2013,22,64,6,39,400,52
20/10/2013,30,102,7,73,500,15
20/10/2013,44,100,7,82,800,7
20/10/2013,52,92,8,81,900,3
20/10/2013,39,66,6,70,800,3
20/10/2013,29,45,5,58,600,8
20/10/2013,23,38,4,46,500,16
21/10/2013,29,44,4,54,500,10
21/10/2013,25,50,3,59,500,4
21/10/2013,28,47,3,58,500,5
21/10/2013,28,41,3,47,500,11
21/10/2013,30,44,4,53,500,6
21/10/2013,29,56,3,54,500,3
21/10/2013,33,64,3,55,700,1
21/10/2013,31,62,4,54,800,1
21/10/2013,45,82,6,54,900,1
21/10/2013,47,117,9,62,1200,6
21/10/2013,63,144,11,77,1200,8
21/10/2013,65,92,13,70,700,19
21/10/2013,67,112,19,58,700,41
21/10/2013,67,112,26,68,700,46
21/10/2013,45,109,25,68,800,46
21/10/2013,97,130,27,98,1000,41
21/10/2013,111,144,27,109,1000,38
21/10/2013,94,125,29,67,800,73
21/10/2013,97,135,20,87,1000,44
21/10/2013,112,135,17,117,1200,8
21/10/2013,123,160,13,117,1300,6
21/10/2013,111,150,10,114,1200,4
21/10/2013,111,132,9,102,1300,5
21/10/2013,101,111,10,102,1100,6
22/10/2013,111,142,8,94,1300,2
22/10/2013,111,96,5,76,1000,4
22/10/2013,88,114,5,76,900,3
22/10/2013,88,126,5,83,1000,1
22/10/2013,100,102,3,83,1000,4
22/10/2013,99,102,5,72,1200,5
22/10/2013,100,119,3,70,1100,4
22/10/2013,99,128,4,77,1300,5
22/10/2013,109,134,6,73,1600,7
22/10/2013,128,162,12,80,1700,8
22/10/2013,132,177,20,92,1600,11
22/10/2013,137,151,20,79,1400,24
22/10/2013,147,158,29,88,1500,25
22/10/2013,147,177,42,101,1600,26
22/10/2013,165,169,42,95,1300,42
22/10/2013,124,143,42,59,900,66
22/10/2013,139,148,42,67,1000,70
22/10/2013,152,148,42,67,1100,44
22/10/2013,117,152,11,70,1200,38
22/10/2013,117,79,5,68,1300,22
22/10/2013,134,95,5,71,1200,16
22/10/2013,123,88,3,69,1300,9
22/10/2013,126,96,3,65,1400,7
22/10/2013,96,87,3,62,900,10
23/10/2013,60,81,3,58,600,14
23/10/2013,35,81,7,50,400,20
23/10/2013,32,97,6,39,400,25
23/10/2013,30,95,8,39,300,30
23/10/2013,19,66,4,26,300,36
23/10/2013,17,68,9,26,300,33
23/10/2013,21,80,14,26,400,29
23/10/2013,21,108,23,31,600,16
23/10/2013,30,111,26,49,700,19
23/10/2013,23,95,20,30,400,42
23/10/2013,19,83,21,26,400,45
23/10/2013,19,83,15,21,300,55
23/10/2013,22,68,12,22,300,56
23/10/2013,21,58,12,22,300,56
23/10/2013,21,66,19,22,400,52
23/10/2013,20,67,11,28,400,56
23/10/2013,20,65,12,29,400,57
23/10/2013,21,62,12,44,400,44
23/10/2013,21,78,13,63,500,25
23/10/2013,15,72,3,21,300,48
23/10/2013,16,72,2,19,300,48
23/10/2013,10,42,1,19,200,46
23/10/2013,10,37,1,9,200,48
23/10/2013,9,24,1,13,200,44
24/10/2013,12,24,1,20,200,35
24/10/2013,12,34,2,29,300,29
24/10/2013,12,36,2,17,200,44
24/10/2013,11,38,1,14,200,41
24/10/2013,14,44,2,14,200,38
24/10/2013,12,40,3,20,200,39
24/10/2013,13,36,4,26,300,36
24/10/2013,9,31,6,43,300,24
24/10/2013,11,44,7,46,400,23
24/10/2013,11,34,9,32,400,42
24/10/2013,15,38,8,32,400,54
24/10/2013,16,38,8,27,500,61
24/10/2013,19,45,8,25,500,67
24/10/2013,16,43,9,25,500,70
24/10/2013,22,51,9,27,500,72
24/10/2013,25,50,9,27,500,74
24/10/2013,24,50,3,20,500,83
24/10/2013,24,36,1,20,500,81
24/10/2013,33,50,1,22,500,82
24/10/2013,33,47,1,25,500,75
24/10/2013,36,45,1,20,500,80
24/10/2013,38,43,1,26,500,76
24/10/2013,35,43,1,26,500,76
24/10/2013,39,54,1,27,600,39
25/10/2013,39,59,10,62,700,33
25/10/2013,38,59,11,62,600,21
25/10/2013,40,59,8,82,600,12
25/10/2013,35,49,8,63,500,31
25/10/2013,38,50,12,63,500,23
25/10/2013,38,51,11,38,500,37
25/10/2013,42,49,8,35,600,35
25/10/2013,42,54,13,42,600,30
25/10/2013,39,60,16,45,600,27
25/10/2013,38,60,17,36,500,38
25/10/2013,37,49,13,29,400,47
25/10/2013,31,49,9,21,400,58
25/10/2013,27,32,6,19,300,61
25/10/2013,29,32,4,15,300,70
25/10/2013,21,25,4,15,300,71
25/10/2013,26,28,4,17,300,72
25/10/2013,24,31,4,18,300,71
25/10/2013,25,43,6,18,400,49
25/10/2013,41,66,6,81,600,14
25/10/2013,46,65,11,67,700,22
25/10/2013,53,78,11,75,800,13
25/10/2013,49,67,13,69,700,16
25/10/2013,50,67,17,69,700,9
25/10/2013,50,70,17,71,700,8
26/10/2013,45,57,17,46,500,23
26/10/2013,45,57,16,45,500,22
26/10/2013,44,132,11,45,1300,1
26/10/2013,71,124,11,74,1100,1
26/10/2013,48,71,9,66,800,1
26/10/2013,52,71,7,66,1000,1
26/10/2013,52,91,8,69,1200,1
26/10/2013,75,140,8,70,1500,1
26/10/2013,82,165,12,70,1800,1.7136
26/10/2013,91,163,27,75,1600,2.9988
26/10/2013,86,160,31,82,1300,1.071
26/10/2013,82,134,31,82,1000,5.5692
26/10/2013,82,120,35,76,800,15.2082
26/10/2013,54,65,26,76,600,43.911
26/10/2013,54,65,24,47,600,43.6968
26/10/2013,59,89,16,69,700,44.5536
26/10/2013,55,89,13,65,700,57.4056
26/10/2013,55,90,11,65,700,53.1216
26/10/2013,59,103,11,87,700,22.7052
26/10/2013,80,133,9,114,1200,1.4994
26/10/2013,87,125,9,95,1200,7.497
26/10/2013,65,86,8,68,800,20.1348
26/10/2013,66,83,8,68,800,17.9928
26/10/2013,66,91,8,71,900,10.71
27/10/2013,70,83,6,60,800,15.2082
27/10/2013,66,83,6,60,800,13.4946
27/10/2013,73,92,6,66,900,10.2816
27/10/2013,75,92,6,66,1000,5.7834
27/10/2013,81,90,5,57,800,10.71
27/10/2013,79,88,5,57,900,8.568
27/10/2013,84,97,5,60,900,5.9976
27/10/2013,81,92,5,61,1000,4.4982
27/10/2013,82,92,8,60,1000,3.8556
27/10/2013,94,139,12,67,1300,4.0698
27/10/2013,117,193,13,83,1600,2.3562
27/10/2013,117,193,17,95,1400,4.9266
27/10/2013,126,158,29,87,1100,17.136
27/10/2013,149,158,42,65,1300,46.6956
27/10/2013,150,174,42,68,1400,55.2636
27/10/2013,179,174,42,87,1500,53.9784
27/10/2013,179,211,42,101,1700,50.7654
27/10/2013,219,237,42,117,1900,36.6282
27/10/2013,219,237,42,117,2000,15.6366
27/10/2013,223,276.5,32,117,2500,0.6426
27/10/2013,223,266,29,117,2400,0.6426
27/10/2013,212,213,23,117,2000,7.2828
27/10/2013,212,213,25,91,1900,11.781
27/10/2013,188,202,24,91,1800,9.8532
28/10/2013,190,197,20,87,1700,10.9242
28/10/2013,189,197,18,82,1700,9.4248
28/10/2013,196,199,15,89,1700,2.7846
28/10/2013,204,206,16,85,1700,3.8556
28/10/2013,209,206,10,85,1900,2.7846
28/10/2013,223,210,11,89,1800,1.7136
28/10/2013,223,213,10,96,1900,2.7846
28/10/2013,223,214,10,96,2000,3.8556
28/10/2013,214,225,15,88,2000,4.9266
28/10/2013,200,200,26,81,1900,10.9242
28/10/2013,223,276.5,26,81,2700,3.8556
28/10/2013,223,276.5,34,117,2500,2.3562
28/10/2013,223,276.5,32,117,2300,4.0698
28/10/2013,223,276.5,42,116,2100,32.13
28/10/2013,223,276.5,42,116,2000,75.1842
28/10/2013,223,276.5,42,77,1900,83.9664
28/10/2013,223,261,42,72,1800,84.609
28/10/2013,223,261,42,81,2000,71.757
28/10/2013,223,261,41,95,2100,49.9086
28/10/2013,223,264,38,117,2500,8.7822
28/10/2013,223,276.5,42,117,2750,5.1408
28/10/2013,223,276.5,29,117,2750,0.6426
28/10/2013,223,276.5,20,117,2750,1.4994
28/10/2013,223,188,24,117,2000,2.3562
29/10/2013,29,29,11,28,400,31.059
29/10/2013,15,15,11,18,300,41.1264
29/10/2013,15,15,8,19,300,38.556
29/10/2013,18,18,11,19,400,15.4224
29/10/2013,18,8,19,60,600,10.353
29/10/2013,7,11,16,56,600,5.2836
29/10/2013,9,24,19,54,700,0.2142
29/10/2013,25,29,19,56,800,0.8568
29/10/2013,29,39,24,51,800,1.4994
29/10/2013,12,13,25,34,500,20.9916
29/10/2013,3,6,7,17,300,47.3382
29/10/2013,3,6,4,16,300,52.479
29/10/2013,3,7,8,16,300,54.4068
29/10/2013,4,6,10,20,300,53.55
29/10/2013,3,6,10,20,300,53.9784
29/10/2013,3,20,14,22,400,52.9074
29/10/2013,16,24,15,27,400,49.0518
29/10/2013,19,34,12,48,400,33.201
29/10/2013,20,34,11,56,500,25.9182
29/10/2013,28,57,12,67,700,15.2082
29/10/2013,32,60,8,68,800,5.5692
29/10/2013,44,60,8,76,1300,4.4982
29/10/2013,32,42,10,46,800,16.4934
29/10/2013,28,33,11,45,600,16.2792
30/10/2013,24,27,10,45,500,22.0626
30/10/2013,25,27,9,38,500,14.1372
30/10/2013,20,57,4,53,700,12.9234
30/10/2013,36,54,4,54,900,11.7096
30/10/2013,20,22,6,37,600,10.4958
30/10/2013,20,34,6,43,600,4.4982
30/10/2013,26,32,6,44,600,5.9976
30/10/2013,26,33,7,51,600,4.4982
30/10/2013,35,83,6,51,900,2.5704
30/10/2013,48,86,7,59,1100,5.7834
30/10/2013,82,136,16,69,1100,4.9266
30/10/2013,65,113,25,64,900,10.4958
30/10/2013,67,114,26,74,900,10.71
30/10/2013,67,94,19,66,700,23.7762
30/10/2013,54,63,19,38,600,60.1902
30/10/2013,54,63,17,48,700,52.9074
30/10/2013,72,102,17,71,900,40.2696
30/10/2013,86,102,13,90,1100,25.704
30/10/2013,99,122,13,114,1400,4.9266
30/10/2013,110,126,11,104,1500,5.1408
30/10/2013,89,106,11,84,1200,11.1384
30/10/2013,90,105,10,84,1100,8.568
30/10/2013,95,104,10,79,1200,12.4236
30/10/2013,105,107,10,79,1300,10.9242
31/10/2013,95,106,9,79,1200,7.7112
31/10/2013,109,110,8,82,1300,3.4272
31/10/2013,109,126,6,81,1500,1.071
31/10/2013,121,111,6,75,1200,1.071
31/10/2013,101,114,5,61,1300,9.639
31/10/2013,108,115,5,47,1000,22.7052
31/10/2013,108,107,6,66,1300,7.7112
31/10/2013,90,107,6,73,1200,3.4272
31/10/2013,122,169,12,82,2100,5.7834
31/10/2013,122,115,18,76,1500,7.0686
31/10/2013,127,200,18,93,1900,8.3538
31/10/2013,197,276.5,22,117,2300,4.9266
31/10/2013,167,210,19,117,1600,8.3538
31/10/2013,167,149,20,115,1200,23.3478
31/10/2013,136,143,20,79,1100,47.5524
31/10/2013,116,144,21,55,1000,79.6824
31/10/2013,105,120,18,59,1000,74.1132
31/10/2013,105,127,15,59,1000,55.2636
31/10/2013,133,152,12,93,1300,35.5572
31/10/2013,153,152,12,93,1800,6.8544
31/10/2013,161,185,11,115,2000,8.1396
31/10/2013,154,163,6,104,1900,7.0686
31/10/2013,134,118,7,77,1400,15.8508
31/10/2013,106,113,7,77,1200,22.491
01/11/2013,105,110,8,68,1200,17.136
01/11/2013,109,110,6,46,1000,31.059
01/11/2013,91,101,6,51,1100,27.846
01/11/2013,95,108,5,68,1300,11.9952
01/11/2013,111,108,4,55,1200,17.136
01/11/2013,91,102,4,58,1300,14.1372
01/11/2013,116,119,5,73,1600,1.4994
01/11/2013,117,122,4,69,1500,1.9278
01/11/2013,126,145,5,73,1700,5.5692
01/11/2013,145,172,11,82,2000,6.8544
01/11/2013,159,172,15,89,1600,8.568
01/11/2013,159,210,19,89,1700,8.3538
01/11/2013,205,233,22,117,1600,10.2816
01/11/2013,201,219,18,117,1500,8.568
01/11/2013,177,192,17,116,1500,14.3514
01/11/2013,197,200,15,107,1400,21.2058
01/11/2013,223,237,14,117,1600,11.5668
01/11/2013,223,237,14,117,1700,5.5692
01/11/2013,223,227,20,117,1800,3.8556
01/11/2013,219,227,26,111,1400,5.355
01/11/2013,206,162,18,109,1500,3.8556
01/11/2013,213,169,10,112,1800,4.9266
01/11/2013,192,139,9,104,1700,3.213
01/11/2013,192,145,10,99,1500,2.7846
02/11/2013,188,137,11,90,1400,4.0698
02/11/2013,182,133,10,83,1400,4.284
02/11/2013,180,127,8,79,1400,3.4272
02/11/2013,179,136,6,77,1400,2.5704
02/11/2013,177,129,6,76,1500,1.4994
02/11/2013,167,115,4,68,1400,0.4284
02/11/2013,167,134,4,65,1800,0.714
02/11/2013,163,134,4,61,1800,0.9996
02/11/2013,129,144,3,57,1500,1.2852
02/11/2013,141,164,7,66,1800,4.0698
02/11/2013,184,225,11,91,2200,5.7834
02/11/2013,201,219,17,104,1900,7.7112
02/11/2013,218,230,26,117,1700,13.0662
02/11/2013,223,253,29,117,1800,20.1348
02/11/2013,223,253,29,117,1875,39.8412
02/11/2013,223,276.5,30.2736,117,1950,31.7016
02/11/2013,223,276.5,25.9896,117,2025,16.9218
02/11/2013,223,276.5,25,117,2100,35.5572
02/11/2013,223,276.5,13,117,2000,9.4248
02/11/2013,223,255,7,117,2100,2.3562
02/11/2013,223,256,7,117,2200,2.5704
02/11/2013,223,255,6,117,2500,1.071
02/11/2013,223,257,6,117,2500,1.8921
02/11/2013,223,275,8,117,2750,2.7132
03/11/2013,223,275,7,117,2600,3.5343
03/11/2013,223,194,6,117,2200,4.3554
03/11/2013,163,67,8,96,1600,5.1765
03/11/2013,61,61,7,66,800,5.9976
03/11/2013,27,27,21,66,500,17.136
03/11/2013,12,12,19,44,400,20.349
03/11/2013,13,13,14,42,400,19.7064
03/11/2013,3,6,12,53,600,10.9242
03/11/2013,22,25,12,52,700,9.639
03/11/2013,7,12,19,42,600,22.0626
03/11/2013,3,6,15,24,400,44.7678
03/11/2013,12,63,5,13,200,60.6186
03/11/2013,7,28,2,12,200,65.331
03/11/2013,10,27,2,12,200,65.7594
03/11/2013,3,7,2,12,200,66.402
03/11/2013,3,6,2,14,200,64.4742
03/11/2013,7,6,2,15,200,65.1168
03/11/2013,7,8,2,19,300,58.2624
03/11/2013,3,6,3,25,300,49.6944
03/11/2013,3,6,2,28,400,48.8376
03/11/2013,8,6,2,22,300,54.4068
03/11/2013,3,6,2,18,300,58.2624
03/11/2013,3,6,2,19,300,55.0494
03/11/2013,13,16,3,38,500,34.7004
04/11/2013,23,35,5,63,900,12.6378
04/11/2013,36,45,7,67,1200,12.4236
04/11/2013,10,45,4,30,300,35.1288
04/11/2013,3,6,7,24,400,40.4838
04/11/2013,3,6,12,26,400,37.6992
04/11/2013,3,16,23,37,600,26.1324
04/11/2013,19,25,15,42,600,19.7064
04/11/2013,11,17,26,49,700,12.4236
04/11/2013,25,53,38,54,900,8.9964
04/11/2013,67,153,26,69,1700,11.3526
04/11/2013,78,164,31,72,1500,14.5656
04/11/2013,68,132,39,72,1200,16.4934
04/11/2013,40,62,29,54,700,29.1312
04/11/2013,36,53,23,51,600,40.0554
04/11/2013,41,56,21,48,600,59.976
04/11/2013,43,57,17,41,500,65.7594
04/11/2013,33,44,11,37,400,71.5428
04/11/2013,29,52,7,43,400,52.6932
04/11/2013,36,90,7,72,700,19.0638
04/11/2013,52,101,7,84,1100,10.9242
04/11/2013,65,80,8,75,1100,15.2082
04/11/2013,42,50,8,55,700,24.2046
04/11/2013,40,56,8,51,700,25.4898
